recipe_id,job_id,job_name,item_id,item_name,recipe_level,apparent_recipe_level,max_durability,max_progress,max_quality,material_factor,base_exp,progress_factor,quality_factor,durability_factor,is_expert,req_craftsmanship,req_control,ing1_id,ing1_name,ing1_amount,ing1_ilvl,ing1_initial_quality,ing1_job_id,ing1_job_name,ing1_recipe_level,ing1_base_exp,ing2_id,ing2_name,ing2_amount,ing2_ilvl,ing2_initial_quality,ing2_job_id,ing2_job_name,ing2_recipe_level,ing2_base_exp,ing3_id,ing3_name,ing3_amount,ing3_ilvl,ing3_initial_quality,ing3_job_id,ing3_job_name,ing3_recipe_level,ing3_base_exp,ing4_id,ing4_name,ing4_amount,ing4_ilvl,ing4_initial_quality,ing4_job_id,ing4_job_name,ing4_recipe_level,ing4_base_exp,ing5_id,ing5_name,ing5_amount,ing5_ilvl,ing5_initial_quality,ing5_job_id,ing5_job_name,ing5_recipe_level,ing5_base_exp,ing6_id,ing6_name,ing6_amount,ing6_ilvl,ing6_initial_quality,ing6_job_id,ing6_job_name,ing6_recipe_level,ing6_base_exp
86,1,BSM,2563,Initiate's Scythe,25,25,70,89,660,50,3783,100,100,100,False,0,0,5057,Iron Ingot,1,14,87,2,ARM,13,1875,5368,Yew Lumber,1,20,124,0,CRP,21,3045,5259,Mudstone Whetstone,1,19,118,3,GSM,20,2841,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,1,BSM,5058,Steel Ingot,26,26,40,45,552,0,4383,50,80,58,False,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,1,BSM,2397,Iron Ornamental Hammer,26,26,70,135,517,50,4383,150,75,100,False,0,0,2396,Initiate's Chaser Hammer,1,21,110,1,BSM,21,3045,5092,Iron Rivets,1,14,73,2,ARM,14,1917,5063,Brass Ingot,1,14,73,3,GSM,14,1917,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,1,BSM,2372,Iron Raising Hammer,26,26,70,90,690,50,4383,100,100,100,False,0,0,5057,Iron Ingot,1,14,89,2,ARM,13,1875,5072,Iron Plate,1,15,95,2,ARM,14,1917,5371,Walnut Lumber,1,25,159,0,CRP,25,3783,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,1,BSM,2346,Crowsbeak Hammer,26,26,70,90,690,50,4383,100,100,100,False,0,0,5057,Iron Ingot,1,14,77,2,ARM,13,1875,5325,Undyed Cotton Cloth,1,13,72,5,WVR,13,1875,5371,Walnut Lumber,1,25,139,0,CRP,25,3783,4856,Clove Oil,1,10,55,6,ALC,14,1917,,,,,,,,,,,,,,,,,,
91,1,BSM,1766,Thunderstorm Axe,26,26,70,135,517,50,4383,150,75,100,False,0,0,1758,Inferno Axe,1,20,90,1,BSM,21,3045,5057,Iron Ingot,1,14,63,2,ARM,13,1875,5064,Silver Ingot,1,23,104,3,GSM,23,3429,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,1,BSM,2359,Initiate's File,27,27,70,91,720,50,4683,100,100,100,False,0,0,5057,Iron Ingot,2,14,186,2,ARM,13,1875,5280,Toad Leather,1,26,173,4,LTW,26,4383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,1,BSM,2384,Initiate's Pliers,27,27,70,91,720,50,4683,100,100,100,False,0,0,5057,Iron Ingot,1,14,105,2,ARM,13,1875,5092,Iron Rivets,1,14,105,2,ARM,14,1917,5484,Crab Oil,1,20,150,6,ALC,26,4383,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,1,BSM,2525,Iron Dolabra,27,27,70,91,720,50,4683,100,100,100,False,0,0,5057,Iron Ingot,1,14,70,2,ARM,13,1875,5072,Iron Plate,1,15,75,2,ARM,14,1917,5371,Walnut Lumber,1,25,125,0,CRP,25,3783,5277,Aldgoat Leather,1,18,90,4,LTW,17,2409,,,,,,,,,,,,,,,,,,
95,1,BSM,1625,Steel Broadsword,28,28,70,100,760,50,5199,100,100,100,False,0,0,5058,Steel Ingot,1,26,193,1,BSM,26,4383,5371,Walnut Lumber,1,25,186,0,CRP,25,3783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,1,BSM,2320,Iron Chocobotail Saw,28,28,70,100,760,50,5199,100,100,100,False,0,0,5057,Iron Ingot,1,14,79,2,ARM,13,1875,5092,Iron Rivets,1,14,79,2,ARM,14,1917,5371,Walnut Lumber,1,25,141,0,CRP,25,3783,5063,Brass Ingot,1,14,79,3,GSM,14,1917,,,,,,,,,,,,,,,,,,
97,1,BSM,1769,Spiked Steel Labrys,28,28,70,100,760,50,5199,100,100,100,False,0,0,5058,Steel Ingot,3,26,229,1,BSM,26,4383,5371,Walnut Lumber,1,25,73,0,CRP,25,3783,5280,Toad Leather,1,26,76,4,LTW,26,4383,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,1,BSM,5093,Steel Rivets,29,29,40,50,640,50,5511,50,80,58,False,0,0,5058,Steel Ingot,1,26,320,1,BSM,26,4383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,1,BSM,2422,Iron Head Knife,29,29,70,101,800,50,5511,100,100,100,False,0,0,5057,Iron Ingot,1,14,96,2,ARM,13,1875,5371,Walnut Lumber,1,25,172,0,CRP,25,3783,5259,Mudstone Whetstone,1,19,131,3,GSM,20,2841,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,1,BSM,2551,Plumed Iron Hatchet,29,29,70,101,800,50,5511,100,100,100,False,0,0,5057,Iron Ingot,1,14,143,2,ARM,13,1875,5371,Walnut Lumber,1,25,256,0,CRP,25,3783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,1,BSM,2347,Heavy Crowsbeak Hammer,29,29,70,151,600,50,5511,150,75,100,False,0,0,2346,Crowsbeak Hammer,1,24,150,1,BSM,26,4383,5057,Iron Ingot,1,14,87,2,ARM,13,1875,4856,Clove Oil,1,10,62,6,ALC,14,1917,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,1,BSM,1699,Steel Claws,29,29,70,101,800,50,5511,100,100,100,False,0,0,5073,Steel Plate,1,27,122,2,ARM,27,4683,5058,Steel Ingot,1,26,118,1,BSM,26,4383,5371,Walnut Lumber,1,25,113,0,CRP,25,3783,5504,Fish Glue,1,10,45,6,ALC,10,1437,,,,,,,,,,,,,,,,,,
103,1,BSM,2373,Wrapped Iron Raising Hammer,29,29,70,151,600,50,5511,150,75,100,False,0,0,2372,Iron Raising Hammer,1,24,96,1,BSM,26,4383,5371,Walnut Lumber,1,25,100,0,CRP,25,3783,5280,Toad Leather,1,26,104,4,LTW,26,4383,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,1,BSM,2398,Steel Chaser Hammer,30,30,70,102,850,50,5745,100,100,100,False,0,0,5058,Steel Ingot,1,26,141,1,BSM,26,4383,5093,Steel Rivets,1,27,147,2,ARM,27,4683,5371,Walnut Lumber,1,25,136,0,CRP,25,3783,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,1,BSM,2526,Steel Pickaxe,30,30,70,102,850,50,5745,100,100,100,False,0,0,5058,Steel Ingot,1,26,147,1,BSM,26,4383,5326,Undyed Velveteen,1,24,136,5,WVR,24,3612,5371,Walnut Lumber,1,25,141,0,CRP,25,3783,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,1,BSM,2539,Steel Sledgehammer,30,30,70,102,850,50,5745,100,100,100,False,0,0,5058,Steel Ingot,1,26,181,1,BSM,26,4383,5371,Walnut Lumber,1,25,174,0,CRP,25,3783,5504,Fish Glue,1,10,69,6,ALC,10,1437,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,1,BSM,2423,Silver Head Knife,30,30,70,153,637,50,5745,150,75,100,False,0,0,2422,Iron Head Knife,1,28,127,1,BSM,29,5511,5259,Mudstone Whetstone,1,19,86,3,GSM,20,2841,5064,Silver Ingot,1,23,104,3,GSM,23,3429,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,1,BSM,2321,Bas-relief Steel Saw,30,30,70,102,850,50,5745,100,100,100,False,0,0,5058,Steel Ingot,1,26,141,1,BSM,26,4383,5093,Steel Rivets,1,27,147,2,ARM,27,4683,5371,Walnut Lumber,1,25,136,0,CRP,25,3783,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,1,BSM,2436,Steel Awl,31,31,80,106,900,50,6216,100,100,100,False,0,0,5058,Steel Ingot,1,26,164,1,BSM,26,4383,5371,Walnut Lumber,1,25,158,0,CRP,25,3783,5484,Crab Oil,1,20,126,6,ALC,26,4383,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,1,BSM,2334,Steel Claw Hammer,31,31,80,106,900,50,6216,100,100,100,False,0,0,5058,Steel Ingot,1,26,164,1,BSM,26,4383,5371,Walnut Lumber,1,25,158,0,CRP,25,3783,5484,Crab Oil,1,20,126,6,ALC,26,4383,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,1,BSM,1633,Steel Falchion,31,31,80,106,900,50,6216,100,100,100,False,0,0,5058,Steel Ingot,2,26,218,1,BSM,26,4383,5371,Walnut Lumber,1,25,105,0,CRP,25,3783,5260,Siltstone Whetstone,1,30,126,3,GSM,30,5745,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,1,BSM,2513,Steel Culinary Knife,32,32,80,110,950,50,6948,100,100,100,False,0,0,5058,Steel Ingot,1,26,152,1,BSM,26,4383,5371,Walnut Lumber,1,25,146,0,CRP,25,3783,5260,Siltstone Whetstone,1,30,175,3,GSM,30,5745,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,1,BSM,1776,Steel Bardiche,32,32,80,110,950,50,6948,100,100,100,False,0,0,5058,Steel Ingot,2,26,398,1,BSM,26,4383,5504,Fish Glue,1,10,76,6,ALC,10,1437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,1,BSM,2487,Steel Mortar,32,32,80,110,950,50,6948,100,100,100,False,0,0,5058,Steel Ingot,2,26,320,1,BSM,26,4383,5371,Walnut Lumber,1,25,154,0,CRP,25,3783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,1,BSM,2348,Steel Cross-pein Hammer,32,32,80,110,950,50,6948,100,100,100,False,0,0,5058,Steel Ingot,1,26,164,1,BSM,26,4383,5326,Undyed Velveteen,1,24,152,5,WVR,24,3612,5371,Walnut Lumber,1,25,158,0,CRP,25,3783,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,1,BSM,2399,Steel Ornamental Hammer,32,32,80,110,950,50,6948,100,100,100,False,0,0,5058,Steel Ingot,1,26,158,1,BSM,26,4383,5093,Steel Rivets,1,27,164,2,ARM,27,4683,5371,Walnut Lumber,1,25,152,0,CRP,25,3783,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,1,BSM,2565,Steel Scythe,33,33,80,111,1000,50,7452,100,100,100,False,0,0,5058,Steel Ingot,1,26,160,1,BSM,26,4383,5371,Walnut Lumber,1,25,154,0,CRP,25,3783,5260,Siltstone Whetstone,1,30,185,3,GSM,30,5745,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,1,BSM,2540,Wrapped Steel Sledgehammer,33,33,80,166,750,50,7452,150,75,100,False,0,0,2539,Steel Sledgehammer,1,30,154,1,BSM,30,5745,5504,Fish Glue,1,10,51,6,ALC,10,1437,5282,Boar Leather,1,33,169,4,LTW,33,7452,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,1,BSM,2553,Plumed Steel Hatchet,35,35,80,123,1110,50,8568,100,100,100,False,0,0,5058,Steel Ingot,1,26,313,1,BSM,26,4383,5368,Yew Lumber,1,20,241,0,CRP,21,3045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,1,BSM,2527,Steel Dolabra,33,33,80,111,1000,50,7452,100,100,100,False,0,0,5058,Steel Ingot,1,26,118,1,BSM,26,4383,5073,Steel Plate,1,27,122,2,ARM,27,4683,5373,Oak Lumber,1,33,150,0,CRP,32,6948,5326,Undyed Velveteen,1,24,109,5,WVR,24,3612,,,,,,,,,,,,,,,,,,
121,1,BSM,2361,Steel File,34,34,80,115,1050,50,7980,100,100,100,False,0,0,5058,Steel Ingot,2,26,350,1,BSM,26,4383,5280,Toad Leather,1,26,175,4,LTW,26,4383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,1,BSM,2374,Steel Doming Hammer,34,34,80,115,1050,50,7980,100,100,100,False,0,0,5058,Steel Ingot,1,26,231,1,BSM,26,4383,5373,Oak Lumber,1,33,293,0,CRP,32,6948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,1,BSM,2349,Steel Crowsbeak Hammer,34,34,80,115,1050,50,7980,100,100,100,False,0,0,5058,Steel Ingot,1,26,120,1,BSM,26,4383,5326,Undyed Velveteen,1,24,111,5,WVR,24,3612,5373,Oak Lumber,1,33,153,0,CRP,32,6948,5485,Linseed Oil,1,30,139,6,ALC,29,5511,,,,,,,,,,,,,,,,,,
124,1,BSM,2552,Steel Hatchet,33,33,80,111,1000,50,7452,100,100,100,False,0,0,5058,Steel Ingot,1,26,220,1,BSM,26,4383,5373,Oak Lumber,1,33,279,0,CRP,32,6948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,1,BSM,2386,Steel Pliers,35,35,80,123,1110,50,8568,100,100,100,False,0,0,5058,Steel Ingot,1,26,173,1,BSM,26,4383,5093,Steel Rivets,1,27,180,2,ARM,27,4683,5485,Linseed Oil,1,30,200,6,ALC,29,5511,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,1,BSM,2322,Crosscut Saw,35,35,80,123,1110,50,8568,100,100,100,False,0,0,5058,Steel Ingot,1,26,167,1,BSM,26,4383,5093,Steel Rivets,1,27,174,2,ARM,27,4683,5373,Oak Lumber,1,33,212,0,CRP,32,6948,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,1,BSM,1778,Steel Bhuj,35,35,80,123,1110,50,8568,100,100,100,False,0,0,5058,Steel Ingot,2,26,291,1,BSM,26,4383,5373,Oak Lumber,1,33,185,0,CRP,32,6948,5057,Iron Ingot,1,14,78,2,ARM,13,1875,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,1,BSM,2514,Wrapped Steel Culinary Knife,35,35,80,123,1110,50,8568,100,100,100,False,0,0,5058,Steel Ingot,1,26,162,1,BSM,26,4383,5373,Oak Lumber,1,33,205,0,CRP,32,6948,5260,Siltstone Whetstone,1,30,187,3,GSM,30,5745,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,1,BSM,2488,Heavy Steel Mortar,35,35,80,184,832,50,8568,150,75,100,False,0,0,2487,Steel Mortar,1,31,230,1,BSM,32,6948,5371,Walnut Lumber,1,25,185,0,CRP,25,3783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,1,BSM,2566,Wrapped Steel Scythe,35,35,80,184,832,50,8568,150,75,100,False,0,0,2565,Steel Scythe,1,31,137,1,BSM,33,7452,5260,Siltstone Whetstone,1,30,132,3,GSM,30,5745,5282,Boar Leather,1,33,146,4,LTW,33,7452,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,1,BSM,2424,Steel Round Knife,36,36,80,124,1160,50,9492,100,100,100,False,0,0,5058,Steel Ingot,1,26,169,1,BSM,26,4383,5373,Oak Lumber,1,33,215,0,CRP,32,6948,5260,Siltstone Whetstone,1,30,195,3,GSM,30,5745,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,1,BSM,2335,Wrapped Steel Claw Hammer,36,36,80,186,870,50,9492,150,75,100,False,0,0,2334,Steel Claw Hammer,1,31,143,1,BSM,31,6216,5282,Boar Leather,1,33,152,4,LTW,33,7452,5485,Linseed Oil,1,30,138,6,ALC,29,5511,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,1,BSM,2437,Wrapped Steel Awl,36,36,80,186,870,50,9492,150,75,100,False,0,0,2436,Steel Awl,1,31,155,1,BSM,31,6216,5280,Toad Leather,1,26,130,4,LTW,26,4383,5485,Linseed Oil,1,30,150,6,ALC,29,5511,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,1,BSM,1639,Steel Longsword,37,37,80,128,1220,50,10164,100,100,100,False,0,0,5058,Steel Ingot,2,26,364,1,BSM,26,4383,5371,Walnut Lumber,1,25,175,0,CRP,25,3783,5504,Fish Glue,1,10,70,6,ALC,10,1437,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,1,BSM,5065,Mythril Ingot,38,38,40,64,1024,0,10773,50,80,50,False,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,1,BSM,2528,Plumed Mythril Pickaxe,38,38,80,129,1280,50,10773,100,100,100,False,0,0,5065,Mythril Ingot,1,34,217,3,GSM,34,7980,5327,Undyed Linen,1,33,211,5,WVR,33,7452,5373,Oak Lumber,1,33,211,0,CRP,32,6948,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,1,BSM,1643,Mythril Broadsword,38,38,80,129,1280,50,10773,100,100,100,False,0,0,5065,Mythril Ingot,1,34,324,3,GSM,34,7980,5373,Oak Lumber,1,33,315,0,CRP,32,6948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,1,BSM,2554,Mythril Hatchet,38,38,80,129,1280,50,10773,100,100,100,False,0,0,5065,Mythril Ingot,1,34,268,3,GSM,34,7980,5373,Oak Lumber,1,33,260,0,CRP,32,6948,5063,Brass Ingot,1,14,110,3,GSM,14,1917,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,1,BSM,5099,Mythril Rivets,39,39,40,68,1072,50,11502,50,80,50,False,0,0,5065,Mythril Ingot,1,34,536,3,GSM,34,7980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,1,BSM,1781,Spiked Mythril Labrys,39,39,80,137,1340,50,11502,100,100,100,False,0,0,5058,Steel Ingot,3,26,293,1,BSM,26,4383,5373,Oak Lumber,1,33,124,0,CRP,32,6948,5282,Boar Leather,1,33,124,4,LTW,33,7452,5065,Mythril Ingot,1,34,127,3,GSM,34,7980,,,,,,,,,,,,,,,,,,
141,1,BSM,1711,Mythril Claws,39,39,80,137,1340,50,11502,100,100,100,False,0,0,5079,Mythril Plate,1,40,229,2,ARM,38,10773,5065,Mythril Ingot,1,34,194,3,GSM,34,7980,5373,Oak Lumber,1,33,188,0,CRP,32,6948,5504,Fish Glue,1,10,57,6,ALC,10,1437,,,,,,,,,,,,,,,,,,
142,1,BSM,2425,Mythril Head Knife,39,39,80,137,1340,50,11502,100,100,100,False,0,0,5065,Mythril Ingot,1,34,234,3,GSM,34,7980,5373,Oak Lumber,1,33,227,0,CRP,32,6948,5260,Siltstone Whetstone,1,30,207,3,GSM,30,5745,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,1,BSM,2323,Mythril Saw,39,39,80,137,1340,50,11502,100,100,100,False,0,0,5065,Mythril Ingot,1,34,223,3,GSM,34,7980,5099,Mythril Rivets,1,35,229,2,ARM,37,10164,5373,Oak Lumber,1,33,216,0,CRP,32,6948,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,1,BSM,2400,Mythril Ornamental Hammer,40,40,80,138,1400,50,12555,100,100,100,False,0,0,5065,Mythril Ingot,1,34,233,3,GSM,34,7980,5099,Mythril Rivets,1,35,240,2,ARM,37,10164,5373,Oak Lumber,1,33,226,0,CRP,32,6948,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,1,BSM,1786,Mythril Bhuj,40,40,80,138,1400,50,12555,100,100,100,False,0,0,5065,Mythril Ingot,2,34,299,3,GSM,34,7980,5371,Walnut Lumber,1,25,110,0,CRP,25,3783,5066,Electrum Ingot,1,40,176,3,GSM,42,13851,5058,Steel Ingot,1,26,114,1,BSM,26,4383,,,,,,,,,,,,,,,,,,
146,1,BSM,2439,Mythril Awl,40,40,80,138,1400,50,12555,100,100,100,False,0,0,5065,Mythril Ingot,1,34,245,3,GSM,34,7980,5373,Oak Lumber,1,33,238,0,CRP,32,6948,5485,Linseed Oil,1,30,216,6,ALC,29,5511,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,1,BSM,2337,Mythril Claw Hammer,40,40,80,138,1400,50,12555,100,100,100,False,0,0,5065,Mythril Ingot,1,34,245,3,GSM,34,7980,5373,Oak Lumber,1,33,238,0,CRP,32,6948,5485,Linseed Oil,1,30,216,6,ALC,29,5511,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,1,BSM,2363,Mythril File,40,40,80,138,1400,50,12555,100,100,100,False,0,0,5065,Mythril Ingot,2,34,471,3,GSM,34,7980,5282,Boar Leather,1,33,228,4,LTW,33,7452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,1,BSM,2516,Mythril Culinary Knife,41,41,80,143,1460,50,13203,100,100,100,False,0,0,5065,Mythril Ingot,1,34,219,3,GSM,34,7980,5374,Mahogany Lumber,1,39,251,0,CRP,39,11502,5262,Basilisk Whetstone,1,40,258,3,GSM,40,12555,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,1,BSM,2568,Mythril Scythe,41,41,80,143,1460,50,13203,100,100,100,False,0,0,5065,Mythril Ingot,1,34,219,3,GSM,34,7980,5374,Mahogany Lumber,1,39,251,0,CRP,39,11502,5262,Basilisk Whetstone,1,40,258,3,GSM,40,12555,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,1,BSM,2490,Mythril Mortar,41,41,80,143,1460,50,13203,100,100,100,False,0,0,5065,Mythril Ingot,2,34,463,3,GSM,34,7980,5374,Mahogany Lumber,1,39,266,0,CRP,39,11502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,1,BSM,2542,Mythril Sledgehammer,41,41,80,143,1460,50,13203,100,100,100,False,0,0,5065,Mythril Ingot,1,34,255,3,GSM,34,7980,5373,Oak Lumber,1,33,248,0,CRP,32,6948,5505,Horn Glue,1,30,225,6,ALC,30,5745,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,1,BSM,5059,Cobalt Ingot,42,42,40,72,1216,0,13851,50,80,50,False,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,1,BSM,2388,Mythril Pliers,42,42,80,144,1520,50,13851,100,100,100,False,0,0,5065,Mythril Ingot,1,34,261,3,GSM,34,7980,5099,Mythril Rivets,1,35,268,2,ARM,37,10164,5485,Linseed Oil,1,30,230,6,ALC,29,5511,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,1,BSM,5094,Cobalt Rivets,43,43,40,77,1264,50,14499,50,80,50,False,0,0,5059,Cobalt Ingot,1,43,632,1,BSM,42,13851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,1,BSM,1657,Cobalt Katzbalger,42,42,80,144,1520,50,13851,100,100,100,False,0,0,5059,Cobalt Ingot,2,43,340,1,BSM,42,13851,5373,Oak Lumber,1,33,130,0,CRP,32,6948,5282,Boar Leather,1,33,130,4,LTW,33,7452,5066,Electrum Ingot,1,40,158,3,GSM,42,13851,,,,,,,,,,,,,,,,,,
157,1,BSM,1723,Cobalt Knuckles,42,42,80,144,1520,50,13851,100,100,100,False,0,0,5059,Cobalt Ingot,2,43,549,1,BSM,42,13851,5282,Boar Leather,1,33,210,4,LTW,33,7452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,1,BSM,1659,Cobalt Shamshir,43,43,80,155,1580,50,14499,100,100,100,False,0,0,5059,Cobalt Ingot,2,43,539,1,BSM,42,13851,5262,Basilisk Whetstone,1,40,250,3,GSM,40,12555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,1,BSM,1796,Buccaneer's Bardiche,43,43,80,155,1580,50,14499,100,100,100,False,0,0,5059,Cobalt Ingot,2,43,585,1,BSM,42,13851,5505,Horn Glue,1,30,204,6,ALC,30,5745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,1,BSM,1801,Demilune Bhuj,45,45,80,158,1700,50,15795,100,100,100,False,0,0,5059,Cobalt Ingot,2,43,382,1,BSM,42,13851,5374,Mahogany Lumber,1,39,173,0,CRP,39,11502,5196,Jadeite,1,40,178,3,GSM,40,12555,5058,Steel Ingot,1,26,115,1,BSM,26,4383,,,,,,,,,,,,,,,,,,
161,1,BSM,2352,Wrapped Hawksbeak Hammer,45,45,80,237,1275,50,15795,150,75,100,False,0,0,2351,Cobalt Cross-pein Hammer,1,43,170,1,BSM,42,13851,5376,Rosewood Lumber,1,45,178,0,CRP,45,15795,5282,Boar Leather,1,33,130,4,LTW,33,7452,5486,Shark Oil,1,40,158,6,ALC,41,13203,,,,,,,,,,,,,,,,,,
162,1,BSM,2325,Bas-relief Cobalt Saw,46,46,80,159,1760,50,17334,100,100,100,False,0,0,5059,Cobalt Ingot,1,43,284,1,BSM,42,13851,5094,Cobalt Rivets,1,45,297,1,BSM,43,14499,5376,Rosewood Lumber,1,45,297,0,CRP,45,15795,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,1,BSM,2427,Electrum Head Knife,46,46,80,159,1760,50,17334,100,100,100,False,0,0,5059,Cobalt Ingot,1,43,225,1,BSM,42,13851,5066,Electrum Ingot,1,40,209,3,GSM,42,13851,5376,Rosewood Lumber,1,45,235,0,CRP,45,15795,5262,Basilisk Whetstone,1,40,209,3,GSM,40,12555,,,,,,,,,,,,,,,,,,
164,1,BSM,2402,Electrum Lapidary Hammer,47,47,80,167,1820,50,18549,100,100,100,False,0,0,5059,Cobalt Ingot,1,43,183,1,BSM,42,13851,5094,Cobalt Rivets,1,45,192,1,BSM,43,14499,5376,Rosewood Lumber,1,45,192,0,CRP,45,15795,5183,Tourmaline,1,40,170,3,GSM,41,13203,5066,Electrum Ingot,1,40,170,3,GSM,42,13851,,,,,,,,,
165,1,BSM,2377,Cobalt Raising Hammer,47,47,80,167,1820,50,18549,100,100,100,False,0,0,5059,Cobalt Ingot,1,43,221,1,BSM,42,13851,5074,Cobalt Plate,1,44,226,2,ARM,43,14499,5376,Rosewood Lumber,1,45,231,0,CRP,45,15795,5094,Cobalt Rivets,1,45,231,1,BSM,43,14499,,,,,,,,,,,,,,,,,,
166,1,BSM,2530,Egret Dolabra,48,48,80,172,1880,50,19764,100,100,100,False,0,0,5059,Cobalt Ingot,1,43,244,1,BSM,42,13851,5074,Cobalt Plate,1,44,250,2,ARM,43,14499,5376,Rosewood Lumber,1,45,256,0,CRP,45,15795,5282,Boar Leather,1,33,188,4,LTW,33,7452,,,,,,,,,,,,,,,,,,
167,1,BSM,2556,Horned Hatchet,49,49,80,174,1940,50,20979,100,100,100,False,0,0,5059,Cobalt Ingot,1,43,344,1,BSM,42,13851,5376,Rosewood Lumber,1,45,360,0,CRP,45,15795,5282,Boar Leather,1,33,264,4,LTW,33,7452,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,1,BSM,1663,Cobalt Winglet,49,49,80,174,1940,50,20979,100,100,100,False,0,0,5059,Cobalt Ingot,2,43,538,1,BSM,42,13851,5374,Mahogany Lumber,1,39,244,0,CRP,39,11502,5505,Horn Glue,1,30,187,6,ALC,30,5745,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,1,BSM,1733,Cobalt Claws,49,49,80,174,1940,50,20979,100,100,100,False,0,0,5074,Cobalt Plate,1,44,251,2,ARM,43,14499,5059,Cobalt Ingot,1,43,245,1,BSM,42,13851,5374,Mahogany Lumber,1,39,222,0,CRP,39,11502,5505,Horn Glue,1,30,171,6,ALC,30,5745,5063,Brass Ingot,1,14,79,3,GSM,14,1917,,,,,,,,,
